RNUM,PUBLISHER,COLLECTIONDB,CREATOR,TITLE,ALTERNATIVETITLE,ISSUEDDATE,MODIFIEDDATE,SUBJECT,SUBJECTKEYWORD,FORMAT,DESCRIPTION,LANGUAGE,REFERENCEIDENTIFIER,LOCALID,UCI,URL,CONTEXTNAME,REGDATE,INSERTDATE,SUBDESCRIPTION,VIEWCNT,HASPART,PERSON,RIGHTS,TEMPORALCOVERAGE,VENUE,CREATEDDATE,SUBJECTCATEGORY,SPATIAL,REFERENCE,CHARGE,AFFILIATION,STATE,CONTRIBUTOR,EXTENT,GRADE,PERIOD,TIME,TABLEOFCONTENTS,SPATIALCOVERAGE
"763","1371000","추천여행지","대한민국 정책브리핑","‘왔니? 고맙다 사랑한다 행복해라’ 가족이라는 이름의 힘, 대전 뿌리공원","","20220225090926","","","","","  뿌리공원은 효를 테마로 꾸민 국내 유일한 공원이다. 11만 9062㎡ 규모 공원에 성씨 조형물, 한국족보박물관, 예쁜 산책로와 아늑한 산림욕장 등을 조성했다. 잔디광장의 목조 파라솔은 가족 피크닉 장소로 손색이 없다. 가장 먼저 들러야 할 곳은 한국족보박물관이다. 6개 전시실에 족보의 탄생과 제작법 등 흥미로운 내용이 있다. 공원의 상징과도 같은 성씨 조형물을 설치한 산책로는 한국족보박물관 3층 출구와 연결된다. 산책로 곳곳에 보석처럼 숨어 있는 조형물 가운데 자신의 성씨 조형물을 찾는 재미가 쏠쏠하다. 1997년 개장할 당시 충주 박씨와 양천 허씨 등 72개에 불과하던 성씨 조형물은 25년이 지난 지금 244개로 늘었다. 뿌리공원을 돌아본 뒤에는 한국효문화진흥원도 놓치지 말자. 나의 뿌리 찾기로 시작한 여행을 효라는 최종 목적지로 이끄는 마침표 같은 공간이다.   놀이 기구도 타고 호랑이와 재규어 같은 맹수도 만나는 오!월드, 온몸이 새하얀 알비노 샴악어가 기다리는 대전아쿠아리움은 아이들과 나선 여행에서 빼놓을 수 없는 곳이다. 독립운동가 단재 신채호 선생이 나고 자란 생가지에서 우리 역사를 되새겨보는 것도 의미 있는 시간이다.","","","145","851","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=851","","2026-06-02","2022-12-08","","452","","","","","","2026-06-01 00:30:00","Y","02","뿌리공원 042-288-8300 ","","","06","","","","","","","대전 중구 뿌리공원로"
"764","1371000","추천여행지","대한민국 정책브리핑","흰 구름 깔아놓은 듯 황홀한 벚꽃의 자태, 순천 송광사","","20140402173717","","","","","‘춘송광 추해인(春松廣 秋海印)’이란 말처럼 송광사의 봄은 벚꽃으로 상징된다. 고속도로에서 나와 송광사길로 접어들면 송광사 주차장까지 약 10km에 걸쳐 벚꽃 터널을 이루며 연분홍 꽃잎이 휘날린다. 송광사삼거리에서 주차장까지 약 2km 구간은 바람을 타고 흩날리는 꽃비를 맞으며 걷기 좋다. 꽃이라면 선암사를 빼놓고 말할 수 없다. 3월 중순부터 핀 청매화가 지면 4월에 홍매화가 꽃망울을 터뜨린다. 이어 진달래와 개나리가 선암사를 장식한 뒤 철쭉, 영산홍이 핀다. 그중에는 천연기념물 488호로 지정된 원통전 뒤편의 백매와 무우전 돌담길의 홍매도 있다. 오는 4월 20일 개장을 앞둔 순천만정원도 곱고 예쁜 꽃을 심어 방문객에게 봄기운을 가득 전할 예정이다. 순천만정원에서 동천을 따라 순천문학관까지 운행하는 PRT(소형 무인 궤도차)도 손님맞이 준비를 마치고 기다린다. ","","","57","286","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=286","","2026-06-02","2022-12-08","","2739","","","","","","2026-06-01 00:30:00","Y","03","순천시청 관광진흥과 061)749-4221","","","15","","","","","","","전남 순천시 송광면 송광사안길"
"765","1371000","추천여행지","대한민국 정책브리핑","벚꽃과 유채꽃이 서로 뽐내는 제주의 봄날","","20140402173825","","","","","올해 제주 벚꽃은 3월 27일 서귀포에서 꽃망울을 터뜨린 뒤 4월 초 만개할 것으로 보인다. 꽃잎이 크고 화사한 왕벚나무는 원산지가 제주도로, 해마다 이를 알리기 위한 축제가 펼쳐진다. 올해 제주왕벚꽃축제는 4월 4~6일 제주종합경기장 일대에서 개최된다. 축제 기간 동안 왕벚꽃을 테마로 다양한 프로그램이 마련된다. 이밖에 제주 벚꽃 명소는 전농로와 제주대학교 진입로 등이 있다. 제주도의 또 다른 봄 축제인 제주유채꽃큰잔치는 4월 12~13일 서귀포시 표선면에 있는 조랑말체험공원에서 열린다. 유채꽃 마차 타기, 유채 염색 체험, 유채꽃 사진전, 유채꽃 판화 찍기 등 갖가지 체험 행사가 준비된다. 이곳 외에 녹산로와 성산일출봉, 우도에서도 유채꽃의 향연이 펼쳐진다. 들꽃이 만발한 방림원, 제주현대미술관, 저지문화예술인마을, 낙천리 아홉굿마을도 가볼 만하다. ","","","57","287","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=287","","2026-06-02","2022-12-08","","2383","","","","","","2026-06-01 00:30:00","Y","01","제주도청 관광정책과 064)710-3313","","","18","","","","","","","제주특별자치도 제주시 서광로2길"
"766","1371000","추천여행지","대한민국 정책브리핑","‘충혼’의 수양벚꽃 마중하는 호젓한 꽃길, 국립서울현충원","","20140402173926","","","","","4월의 국립서울현충원은 꽃으로 다시 피어난다. 노란 산수유에 이어 중순 전후로는 완연한 벚꽃 세상이 펼쳐진다. 정문부터 현충탑까지 이어지는 겨레얼마당 주변으로 벚꽃이 연분홍빛 수를 놓는다. 현충원에서는 나라를 위해 꽃잎처럼 스러져간 선열의 뜻을 되새기며, 번잡하지 않게 봄을 음미할 수 있다. 현충원 벚꽃은 나뭇가지를 치렁치렁 늘어뜨린 수양벚꽃이다. 수양벚나무에는 조선 시대 청나라에 볼모로 잡혀간 효종이 북벌을 위해 활을 만드는 재료로 벚나무를 심었다는 사연이 전해 내려온다. 4월 14~20일 현충원에서 벚꽃행사가 열리는데, 이 기간에는 밤 9시까지 연장 개장한다. 현충원 둘레로는 호젓한 산책로가 이어지며 지하철과 연계된 인근 사육신공원, 노량진수산시장도 함께 방문하면 좋다. ","","","57","288","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=288","","2026-06-02","2022-12-08","","3856","","","","","","2026-06-01 00:30:00","Y","20","국립서울현충원 02)815-0625","","","01","","","","","","","서울시 동작구 현충로"
"767","1371000","추천여행지","대한민국 정책브리핑","벚꽃잔치의 최고봉, 진해군항제","","20140402174037","","","","","우리나라 사람들은 진해군항제 개막 소식을 듣고서야 비로소 ‘이제부터 다른 지방에도 벚꽃이 피기 시작 하겠구나’라고 생각한다. 올해의 경우 진해군항제는 4월 1일부터 10일까지 열흘 간 중원로터리 등 진해구 곳곳에서 펼쳐진다. 벚꽃을 감상하기에 좋은 명소로는 여좌천, 진해내수면환경생태공원, 장복산공원, 안민도로, 경화역, 제황산공원, 해군사관학교 및 해군진해기지사령부 등이다. 그러나 36만여 그루 이상의 왕벚나무가 시내 곳곳에서 꽃을 피워내니 어디를 가도 발길 머무는 곳, 눈길 가는 곳마다 천상의 화원이다. 벚꽃 길에서 꽃비를 맞은 뒤 가볼만한 주변여행 명소로는 진해의 창원해양공원이나 진해드림파크, 경남문학관, 진해루, 웅천왜성, 김달진문학관과 생가 등을 손꼽을 수 있다.","","","57","289","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=289","","2026-06-02","2022-12-08","","1963","","","","","","2026-06-01 00:30:00","Y","01","창원시청 문화관광과 055)225-2341","","","17","","","","","","","경남 창원시 진해구 일대"
"768","1371000","추천여행지","대한민국 정책브리핑","기차 타고 만나는 세계 5대 기후대, 서천 국립생태원","","20140509175839","","","","","충남 서천의 국립생태원은 살아 숨 쉬는 지구 생태계를 탐험하는 체험 여행 공간이다. 지난겨울 개장한 국립생태원은 첫 신록의 계절을 맞아 봄나들이를 반긴다. 국립생태원은 세계 기후대별 생태계와 한반도의 숲과 습지를 간직한 곳으로, 동식물 4500여 종을 만날 수 있다. 국립생태원은 자연과 공생하는 공간이며, 위기에 처한 생태계의 건강성을 회복하는 데 건립 취지가 있다. 생태원의 랜드마크는 곡선미의 건축물을 뽐내는 에코리움이다. 열대, 사막, 지중해, 온대, 극지관 등 세계 5대 기후대를 에코리움에 고스란히 재현해놓았다. 외부 공간인 하다람, 금구리 구역에서는 한반도의 습지와 숲 등을 관람할 수 있다. 생태원은 장항선 열차로 편리하게 연결되며, 장항역에 내리면 후문까지 걸어서 2~3분 거리다.","","","58","290","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=290","","2026-06-02","2022-12-08","","2180","","","","","","2026-06-01 00:30:00","Y","10","국립생태원 041)950-5300","","","13","","","","","","","충남 서천군 마서면 금강로"
"769","1371000","추천여행지","대한민국 정책브리핑","난지섬","","20210610093503","","","","","해수욕과 갯벌체험을 동시에 즐길 수 있는 ‘섬캉스’ 명소  ※ 코로나19 상황에 따라 갑자기 입장이 제한되는 등 변동 여지가 있으므로 방문 전 개방여부·개방시간·관람방법 등 세부정보 확인은 필수다. 또한 공사 ‘대한민국 구석구석’ 누리집(korean.visitkorea.or.kr) 내 안전여행 페이지에서 소개하고 있는 ‘생활 속 거리두기’에 따른 여행경로별 안전여행 가이드를 여행 전 꼭 확인하자.","","","141","817","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=817","","2026-06-02","2022-12-08","","425","","","","","","2026-06-01 00:30:00","Y","15","1522-3113","","","13","","","","","","","충청남도 당진시"
"770","1371000","추천여행지","대한민국 정책브리핑","앞산공원","","20210610094113","","","","","대구의 여름을 만나는 낭만산행, 대구 도심을 한눈에 즐기는 앞산 전망대와 아름다운 일몰을 볼 수 있는 해넘이 전망대  ※ 코로나19 상황에 따라 갑자기 입장이 제한되는 등 변동 여지가 있으므로 방문 전 개방여부·개방시간·관람방법 등 세부정보 확인은 필수다. 또한 공사 ‘대한민국 구석구석’ 누리집(korean.visitkorea.or.kr) 내 안전여행 페이지에서 소개하고 있는 ‘생활 속 거리두기’에 따른 여행경로별 안전여행 가이드를 여행 전 꼭 확인하자.","","","141","818","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=818","","2026-06-02","2022-12-08","","678","","","","","","2026-06-01 00:30:00","Y","04","053-803-7420","","","03","","","","","","","대구시 남구"
"771","1371000","추천여행지","대한민국 정책브리핑","선성현문화단지 & 예끼마을","","20210610094159","","","","","아름다운 호수를 품은 전통문화마을, 그림처럼 펼쳐지는 호수 위 산책로  ※ 코로나19 상황에 따라 갑자기 입장이 제한되는 등 변동 여지가 있으므로 방문 전 개방여부·개방시간·관람방법 등 세부정보 확인은 필수다. 또한 공사 ‘대한민국 구석구석’ 누리집(korean.visitkorea.or.kr) 내 안전여행 페이지에서 소개하고 있는 ‘생활 속 거리두기’에 따른 여행경로별 안전여행 가이드를 여행 전 꼭 확인하자.","","","141","819","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=819","","2026-06-02","2022-12-08","","551","","","","","","2026-06-01 00:30:00","Y","04","선성현문화단지 한옥체험관 : 054-841-0112 / 예끼마을 : 054-841-5800","","","16","","","","","","","경상북도 안동시"
"772","1371000","추천여행지","대한민국 정책브리핑","나곡해수욕장","","20210610094300","","","","","여유롭게 피서를 즐기는 호젓한 해변  ※ 코로나19 상황에 따라 갑자기 입장이 제한되는 등 변동 여지가 있으므로 방문 전 개방여부·개방시간·관람방법 등 세부정보 확인은 필수다. 또한 공사 ‘대한민국 구석구석’ 누리집(korean.visitkorea.or.kr) 내 안전여행 페이지에서 소개하고 있는 ‘생활 속 거리두기’에 따른 여행경로별 안전여행 가이드를 여행 전 꼭 확인하자. ","","","141","820","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=820","","2026-06-02","2022-12-08","","466","","","","","","2026-06-01 00:30:00","Y","22","054-782-1501","","","16","","","","","","","경상북도 울진군"
"773","1371000","추천여행지","대한민국 정책브리핑","욕지섬 모노레일","","20210610094348","","","","","욕지도의 절경을 한눈에 담아내는 최고의 전망 포인트  ※ 코로나19 상황에 따라 갑자기 입장이 제한되는 등 변동 여지가 있으므로 방문 전 개방여부·개방시간·관람방법 등 세부정보 확인은 필수다. 또한 공사 ‘대한민국 구석구석’ 누리집(korean.visitkorea.or.kr) 내 안전여행 페이지에서 소개하고 있는 ‘생활 속 거리두기’에 따른 여행경로별 안전여행 가이드를 여행 전 꼭 확인하자.","","","141","821","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=821","","2026-06-02","2022-12-08","","529","","","","","","2026-06-01 00:30:00","Y","05","1544-3303","","","17","","","","","","","경상남도 통영시"
"774","1371000","추천여행지","대한민국 정책브리핑","보석 같은 섬에 예술을 덧입히다, 제주 추자도","","20201029163858","","","","","추자도는 제주도에서 배 타고 한 시간을 가야 하는 섬 속의 섬이다. 이곳에 최근 문화 예술의 바람이 분다. 추자항 뒤쪽에는 아픈 역사가 깃든 치유의언덕이 있다. 푸른 바다로 채워진 대서리 벽화 골목에선 춤을 추듯 일렁이는 파도를 따라 추자10경을 담은 벽화가 모습을 드러낸다. 영흥리로 발걸음을 옮기면 색색 타일로 꾸민 벽화 골목이 반긴다. 아담한 카페처럼 꾸민 후포갤러리에서 잠시 쉬어도 좋다. 묵리로 향하는 고갯길에는 아름다운 바다와 작은 섬을 배경처럼 두른 포토 존이 근사하다. 언어유희를 즐기는 묵리 낱말고개도 흥미를 끈다. 신양항 앞에는 하석홍 작가의 ‘춤추자’가 있으며, 옛 냉동 창고를 활용한 후풍갤러리가 일반인 대상으로 곧 문을 열 예정이다. 신양1리와 예초리는 신유박해와 관련한 숨은 역사가 바닷길을 따라 굽이굽이 펼쳐진다.   제주연안여객터미널 부근에도 가볼 만한 곳이 많다. 사라봉 중턱에 자리한 산지등대는 1916년 처음 불을 밝혔다. 등탑에 오르면 제주항과 푸른 바다가 시원하게 펼쳐진다. 등대에서 멀지 않은 거리에 있는 두맹이골목은 재미난 그림이 가득해 이곳저곳 기웃거리다 보면 시간 가는 줄 모른다. 제주목 관아(사적 380호)는 일제강점기에 훼손됐으나, 제주 시민의 헌와 운동으로 복원된 훈훈한 미담이 깃든 곳이다. ","","","140","806","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=806","","2026-06-02","2022-12-08","","1147","","","","","","2026-06-01 00:30:00","Y","01","추자면사무소 064)728-4265","","","18","","","","","","","제주 제주시 추자면"
"775","1371000","추천여행지","대한민국 정책브리핑","얼씨구 덩더꿍 흥이 절로, 안성남사당 바우덕이풍물단과 태평무전수관 무용단 상설 공연","","20140325162051","","","","","안성남사당 바우덕이풍물단의 주말 상설 공연은 우리 전통 장단과 기예를 만나고, 멋과 흥을 느낄 수 있어 신명 나는 공연이다. 풍물, 어름(줄타기), 살판(땅재주), 버나(접시돌리기) 등 풍물놀이 여섯 마당과 각종 기예가 여자 꼭두쇠 ‘바우덕이’ 이야기와 함께 펼쳐진다. 태평무전수관 무용단의 토요 상설 공연은 중요무형문화재 태평무를 비롯해 장구춤, 북춤, 향발무 등 우리 전통 춤을 볼 수 있어 특별하다. 화려하면서도 아름다운 여인의 춤사위와 우리 가락이 어우러진 공연이다. 조선 후기 안성남사당놀이패가 머무른 청룡사와 소설 《임꺽정》의 배경이 된 칠장사는 안성이 품은 천년 고찰이다. 푸른 초원에서 귀여운 가축을 만날 수 있는 안성팜랜드, TV 드라마 촬영지로 알려진 서일농원과 안성허브마을도 들러보자. ","","","56","281","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=281","","2026-06-02","2022-12-08","","2861","","","","","","2026-06-01 00:30:00","Y","30","안성맞춤랜드 남사당 바우덕이풍물단 031)678-2518, 태평무전수관 031)676-0141","","","10","","","","","","","경기도 안성시 보개면 남사당로(안성맞춤랜드), 경기도 안성시 태평무길(태평무전수관)"
"776","1371000","추천여행지","대한민국 정책브리핑","폐정수장에서 친환경 생태 공원으로, 영등포 선유도공원","","20211129112532","","","",""," 서울시는 영등포구 선유도에 있던 폐정수장을 친환경 생태 공원으로 꾸며 지난 2002년 개장했다. 선유도공원은 역사적인 산업 유산을 재생했다는 점에서 높은 가치를 인정받는다. 수조에 모래와 자갈 등을 담아 불순물을 걸러내던 여과지는 관리사무소로, 물속 불순물을 가라앉혀 제거하던 약품 침전지는 ‘수질 정화원’으로 화려하게 부활했다. 정수지의 콘크리트 상판 지붕을 들어내고 기둥만 남긴 ‘녹색 기둥의 정원’과 옛 침전지의 구조물이 가장 온전하게 남은 ‘시간의 정원’은 선유도공원의 인기 포토 존이다. 정수장의 농축조와 조정조를 재활용한 ‘환경 교실’ ‘환경 놀이마당’, 취수 펌프장을 리모델링한 카페 ‘나루’는 시민에게 소중한 휴식처를 제공한다. 선유도 남쪽과 양화한강공원을 잇는 아치형 선유교는 밤이면 알록달록한 조명이 낭만적인 분위기를 더한다.   선유도공원에서 자동차로 15분 거리에 문래창작촌이 있다. 과거 소규모 철강 공장과 철물상이 자리 잡은 이곳은 쇠망치 소리와 아담한 갤러리, 골목과 예쁜 카페가 공존한다. 한강의 랜드마크였던 63스퀘어도 가깝다. 동심을 자극하는 아쿠아플라넷63과 맨 위 60층에 마련된 63아트는 탁월한 전망으로 사랑받는다.","","","143","838","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=838","","2026-06-02","2022-12-08","","780","","","","","","2026-06-01 00:30:00","Y","19","선유도공원 02)2631-9368","","","01","","","","","","","서울 영등포구 선유로"
"777","1371000","추천여행지","대한민국 정책브리핑","불심으로 새기고 지혜로 보존하다, 합천 해인사 장경판전과 대장경판","","20140128112318","","","","","고려 시대, 몽골과 전쟁으로 나라가 어지럽고 불안할 때 옛사람들은 목숨 부지할 방책을 찾는 대신 민심을 하나로 모으는 불사를 일으켰다. 부처의 일생과 가르침을 새긴 대장경을 제작한 것이다. 8만 4천 번뇌를 의미하는 8만 4천 법문을 새긴 목판으로, 세계에 현존하는 대장경 중 가장 방대하고 오래된 것이다. 유네스코 지정 세계기록유산인 팔만대장경과 더불어 그를 봉안한 장경판전 역시 세계 문화유산으로 등재되었다. 장경판전이 있는 합천 해인사는 법보사찰로 꼽히는 천년 고찰이다. 근엄하면서도 기품 있는 사찰의 면모는 병풍처럼 두른 가야산과 어우러져 더욱 아름답다. 대장경 제작 과정과 장경판전에 대해 알아볼 수 있는 대장경테마파크와 해인사소리길, 합천영상테마파크도 함께 둘러보기 좋은 합천의 명소다. ","","","54","269","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=269","","2026-06-02","2022-12-08","","2544","","","","","","2026-06-01 00:30:00","Y","20","해인사 종무소 055)934-3000","","","17","","","","","","","경남 합천군 가야면 해인사길"
"778","1371000","추천여행지","대한민국 정책브리핑","왕에게 가는 길, 경주 역사유적지구에서 문무대왕릉까지","","20140128112525","","","","","2014년 2월 경주 월성 산책로를 걷는 사람은 1500여 년 전 신라 지증왕의 발걸음을 따라가는지도 모른다. 파사왕이 축성한 뒤 신라의 궁궐이 된 월성은 초승달 모양 지형에 숲과 잔디밭만 남았지만, 아름다운 솔숲을 거닐며 산책하기 좋다. 한때 월성의 주인이던 진평왕과 선덕여왕은 부녀간으로, 보문동과 낭산 자락에 묻혀 남촌 들녘을 사이에 두고 마주 보고 있다. 삼국을 통일한 문무왕의 능은 양북면 봉길리 바다에 있다. 신문왕은 아버지의 유언에 따라 시신을 화장한 뒤 모차골 산길을 따라 기림사를 거쳐 동해에 뼛가루를 뿌렸다. 그는 아버지의 능과 멀리 떨어진 배반동에 묻혔다. 성덕대왕신종은 경덕왕이 아버지에 대한 효심으로 만들기 시작했는데, 그의 아들 혜공왕에 이르러 완성했으니 손자의 치사랑까지 품은 것이다. 경주는 과거와 현재가 공존하는 도시다. ","","","54","270","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=270","","2026-06-02","2022-12-08","","2384","","","","","","2026-06-01 00:30:00","Y","02","경주역관광안내소 054)772-3843  / 터미널관광안내소 054)772-9289","","","16","","","","","","","경북 경주시 일대"
"779","1371000","추천여행지","대한민국 정책브리핑","140년 전통의 한과 명가, 강릉 갈골한과 명인 최봉석","","20140225174250","","","","","강릉시 사천면 노동리(갈골) 한과마을은 다양한 한과 중 기름에 튀겨 만드는 산자와 강정 생산지로 유명하다. 현재 60여 가구가 한과를 만들고 있으며, 그 중심에는 지난 2000년 한과 분야 최초로 전통식품명인(23호)에 지정된 최봉석 명인(71세)이 있다. 1870년대에 최 명인의 4대조가 한과 제조법을 전통 방식대로 체계화한 이래 5대째 집안 고유의 비법을 이어오는 것. 국산 재료를 사용해 일일이 손으로 만드는 최 명인의 산자와 강정은 고급스러운 맛과 부드러운 식감을 자랑한다. 제조장 부근에 전시장과 체험관을 갖춘 ‘갈골한과 체험전시관’도 운영 중이다.  한과마을 가까이엔 경포대, 선교장, 참소리축음기․에디슨과학박물관, 오죽헌을 비롯해 주말이면 자리를 찾기 힘들 만큼 인기 높은 안목 커피거리, 커피 전문점 ‘커피커퍼’가 운영하는 국내 최대 규모의 커피박물관 등 연계 관광지가 많다. ","","","55","271","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=271","","2026-06-02","2022-12-08","","8688","","","","","","2026-06-01 00:30:00","Y","03","갈골한과 명인의 집 033)641-8200, 8300","","","11","","","","","","","강원도 강릉시 사천면 중앙서로"
"780","1371000","추천여행지","대한민국 정책브리핑","추사 김정희가 즐겨 사용하던 최고의 벼루, 보령 남포벼루 명장 김진한","","20140225174538","","","","","보물 제547호로 지정된 추사 김정희 유물 중에는 벼루가 세 개 있는데, 그 중 두 개가 남포벼루다. 보령 남포에는 최고급 벼루의 대명사가 된 남포벼루의 명성을 잇는 장인이 있다. 3대째 가업으로 벼루를 제작하는 김진한 명장이다. 평생을 남포벼루와 함께한 그는 1987년 충청남도 무형문화재 6호, 1996년 석공예 부문 대한민국 명장이 되었다. 그의 손을 거친 백운상석은 먹을 갈 때 매끄러우면서 끈적거리지 않고, 글을 쓰면 윤기가 나 오래되어도 변하지 않으며, 묵지에 물을 넣어도 쉬 마르지 않는 남포벼루로 탄생한다.  남포벼루가 기술을 상징한다면, 보령8경 가운데 7경인 오천항의 키조개와 천북면의 굴은 보령의 맛을 보여준다. 달짝지근하면서도 쫄깃한 키조개의 패주(관자)와 비리지 않고 탱글탱글한 굴은 여행객의 입맛을 사로잡는다. 국내 최초로 개관한 보령석탄박물관에서는 충남탄전의 발달 과정과 채굴 장비, 작업 환경 등을 살펴볼 수 있다.","","","55","272","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=272","","2026-06-02","2022-12-08","","3875","","","","","","2026-06-01 00:30:00","Y","03","남포벼루무형문화재 041)932-8071","","","13","","","","","","","충남 보령시 청라면 대청로"
"781","1371000","추천여행지","대한민국 정책브리핑","5월의 탄흔 너머 삶과 역사를 보듬다, 광주 전일빌딩245(신규개방 관광지)","","20201021100901","","","","","금남로 전일빌딩에는 광주의 삶과 역사가 깃들었다. 빌딩에는 신문사, 방송국, 다방, 도서관, 미술관 등 광주의 세월과 사연이 담겨 있다. 5·18민주화운동 당시 헬기 사격 흔적이 발견된 이곳은 4년 남짓 리모델링을 거쳐 2020년 5월, 전일빌딩245로 다시 태어났다. ‘245’는 빌딩에서 발견된 탄흔 개수와 빌딩 주소(동구 금남로 245)를 뜻하는 이름이다. 전일빌딩245는 과거를 보듬고 현재와 미래를 지향하는 공간이다. 9~10층 ‘19800518’에서는 계엄군 헬기 사격의 흔적과 증언을 토대로 재구성한 영상을 관람하고, 5·18민주화운동 관련 작품과 전시물을 만날 수 있다. 전일방송(VOC)이 있던 8층은 카페와 라운지가 들어섰고, 외부 전망 계단을 통해 옥상정원 ‘전일마루’로 연결된다. 이곳에서 무등산, 5·18민주광장 등이 보인다. 5~7층은 문화콘텐츠 기업이 입주한 광주콘텐츠허브이고, 3층엔 옛 도서관과 미술관의 추억을 되살린 디지털정보도서관, 시민갤러리가 문을 열었다. 옛 전일다방을 다시 꾸민 지하 ‘245살롱’도 볼거리다. 전일빌딩245 이용 시간은 오전 9시~오후 7시(19800518은 오전 10시 오픈, 8층 라운지와 옥상은 오후 10시까지 개방), 1월 1일과 명절 당일은 쉰다. 코로나바이러스감염증-19 확산 방지를 위한 사회적 거리두기 조치로 방문 전 관람 가능 여부를 확인해야 한다. ","","","139","799","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=799","","2026-06-02","2022-12-08","","937","","","","","","2026-06-01 00:30:00","Y","01","전일빌딩245 062)225-0245","","","05","","","","","","","광주 동구 금남로"
"782","1371000","추천여행지","대한민국 정책브리핑","가베또롱하고 엄부랑한 힐링 숲길, 서귀포치유의숲(한정개방 관광지)","","20201021100954","","","","","지난 2016년 문을 연 서귀포치유의숲은 제주에서 크게 사랑받는 곳이다. 수령 60년이 넘는 편백과 삼나무, 난대림과 온대림이 고루 분포한다. 화전 터와 잣성 등 옛 제주 사람의 흔적도 눈길을 끈다. 총면적 174ha로, 12개 숲길(총 길이 15km)이 조성됐다. 길 이름은 제주어로 지었다. 가베또롱은 ‘가뿐한’, 엄부랑은 ‘엄청난’이라는 뜻으로 숲의 심상을 표현한다. 목재 덱이 깔린 무장애 숲길도 반갑다. 안에서는 생수 외 음식물 반입은 금지며, 대신 현지 주민이 만든 차롱치유밥상을 예약할 수 있다. 현재 코로나바이러스감염증-19 확산 방지를 위해 잠정 중단했지만, 맛 좋고 모양새도 정갈하다. 프로그램은 산림치유지도사와 함께하는 산림치유프로그램, 마을힐링해설사와 함께하는 숲길힐링프로그램으로 나뉘며 모두 홈페이지에서 예약제로 운영한다. 개별 탐방은 가능하나 홈페이지에서 예약해야 한다. 서귀포치유의숲 입장료는 어른 1000원, 청소년 600원이며(주차료 별도) 이용 시간은 하절기(4~10월) 오전 8시~오후 6시, 동절기(11~3월) 오전 9시~오후 5시이다.(연중무휴) 평일 300명, 주말 600명으로 수용 인원을 제한한다.  ","","","139","800","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=800","","2026-06-02","2022-12-08","","1186","","","","","","2026-06-01 00:30:00","Y","02","서귀포치유의숲 064)760-3067~8","","","18","","","","","","","제주 서귀포시 산록남로"
