TITLE,ISSUEDDATE,CATEGORY1,CATEGORY2,CATEGORY3,INFORMATION,TEL,OPERATINGTIME,ADDRESS,COORDINATES,RNUM
"자작나무","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","031-286-2026","월-금 10시-20시,토-일 10시-20시","(17079)경기도 용인시 기흥구 한보라2로 17","N37.254312, E127.111583","1169"
"자코비 버거","2022-11-30","음식점/유흥시설","북미음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-3785-0433","월-금 11시-01시,토-일 11시-01시","(04339)서울특별시 용산구 신흥로 38","N37.541812, E126.987416","1170"
"자파브루어리","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-462-3918","수-금 11시30분-21시,토-일 12시30분-21시","(04784)서울특별시 성동구 성수이로14길 14","N37.541626, E127.05701","1171"
"운림신짬뽕","2022-11-30","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","062-223-0932","화-금 11시-21시,토-일 11시-21시","(61492)광주광역시 동구 의재로 153","N35.132414, E126.944432","1172"
"이탈리","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","031-5170-1061","월-금 10시30분-21시 월-금 10시30분-21시,토-일 10시30분-21시","(13529)경기도 성남시 분당구 판교역로146번길 20","N37.392794, E127.112146","1173"
"이탈리","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-3277-0658","월-금 10시30분-22시 월-금 10시30분-21시,토-일 10시30분-22시","(07335)서울특별시 영등포구 여의대로 108","N37.525936, E126.928343","1174"
"이탈리아로떠난꼬마","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","월-금 11시30분-21시30분,토 11시30분-21시30분","(11610)경기도 의정부시 체육로 298-33","N37.7595, E127.041072","1175"
"자하연","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1422-7884","월-금 08시-23시,토-일 08시-23시","(63627)제주특별자치도 서귀포시 번영로 3113","N33.368821, E126.814432","1176"
"조이포 경기광주점","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1495-2890","월-목 10시30분-20시,토-일 10시30분-20시","(12739)경기도 광주시 중앙로 307-5","N37.427001, E127.256911","1177"
"조이포","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1339-2602","월-금 10시30분-20시30분,휴무","(13494)경기도 성남시 분당구 대왕판교로 660","N37.400229, E127.106819","1178"
"자라","2022-11-30","음식점/유흥시설","동아시아음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","062-227-8617","18시-03시,18시-03시","(61488)광주광역시 동구 서석로 24","N35.145591, E126.916528","1179"
"자락","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1488-7959","월-금 11시-20시,토 11시-20시","(03752)서울특별시 서대문구 경기대로9길 77","N37.564383, E126.959856","1180"
"이자카야모리","2022-11-30","음식점/유흥시설","동아시아음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1404-5222","월-목 16시-02시, 금 16시-03시,토 16시-03시,일 16시-02시","(01695)서울특별시 노원구 노해로81길 12-15","N37.655749, E127.063095","1181"
"이재모피자","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","051-245-1478","월-금 11시 21시30분,토 11시 21시30분","(48952)부산광역시 중구 광복중앙로 31","N35.099409, E129.031472","1182"
"조쉐프의 쌀국수 작전점","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","070-4001-4187","","(21122)인천광역시 계양구 아나지로 332","N37.524282, E126.726897","1183"
"조쉐프의쌀국수","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-406-8288","","(05855)서울특별시 송파구 법원로4길 6","N37.482312, E127.122106","1184"
"조쉐프의쌀국수 신정점","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","052-265-2226","","(44685)울산광역시 남구 월평로135번길 20","N35.545902, E129.319379","1185"
"자르뎅페르뒤","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-520-0900","월-금 12시-22시30분,토 12시-22시30분","(06138)서울특별시 강남구 언주로 541","N37.506254, E127.040434","1186"
"자매감자탕","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","041-855-0551","","(32573)충청남도 공주시 전막1길 6-23","N36.470878, E127.129222","1187"
"조엘린의식당","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(14526)경기도 부천시 도약로282번길 54","N37.508219, E126.780971","1188"
"조이긴쭈","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1324-1358","","(51604)경상남도 창원시 진해구 용재로 35","N35.101839, E128.813621","1189"
"조이네팔라펠","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장가능|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1467-1251","목,금 12시-18시,토-일 12시-18시","(04338)서울특별시 용산구 신흥로15길 18-8","N37.544531, E126.985645","1190"
"조이위드푸드","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(12067)경기도 남양주시 경복대로17번안길 77-5","N37.710563, E127.187888","1191"
"쨍 비엣남 쌀국수 전문점","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-400-3711","화-금 10시-21시,토-일 10시-21시","(05758)서울특별시 송파구 마천로51길 10","N37.495894, E127.151129","1192"
"쭝's","2022-11-30","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","032-822-3227","","(21911)인천광역시 연수구 학나래로5번길 44","N37.423641, E126.69418","1193"
"이즈키친파스타","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-594-8828","화-금 11시30분-21시,토-일 11시30분-21시","(07008)서울특별시 동작구 동작대로27길 19","N37.48749, E126.980886","1194"
"이쯔모","2022-11-30","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","031-711-2912","","(13627)경기도 성남시 분당구 미금일로74번길 25-8","N37.347782, E127.111143","1195"
"자미더홍","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","화-금 11시30분-22시,토 11시30분-22시","(03086)서울특별시 종로구 동숭길 129","N37.583462, E127.003023","1196"
"자스민","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(44254)울산광역시 북구 명촌23길 44","N35.557199, E129.355254","1197"
"자연채월남쌈","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1464-3461","월-금 11시-21시30분,토-일 11시-21시30분","(15461)경기도 안산시 단원구 광덕3로 135-4","N37.313011, E126.82815","1198"
"잇미","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1438-2039","화-금 11시30분-22시,토-일 11시30분-22시","(35382)대전광역시 서구 관저중로64번길 34","N36.297571, E127.336693","1199"
"잇마이타이","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1420-5466","수-금 11시-21시,토-일 11시-21시","(34184)대전광역시 유성구 문화원로 77","N36.35941, E127.34455","1200"
"임뻬라또","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1313-2131","월-금 11시30분-22시,토-일 11시30분-22시","(05507)서울특별시 송파구 올림픽로37길 130","N37.521098, E127.10428","1201"
"이백장","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(51522)경상남도 창원시 성산구 용지로 70","N35.222097, E128.676289","1202"
"제주 아살람레스토랑","2022-11-30","음식점/유흥시설","중동음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장가능|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0504-3139-6652","월,화,목,금 12시-22시,토-일 12시-22시","(63166)제주특별자치도 제주시 중앙로2길 7","N33.516542, E126.524132","1203"
"이비가짬뽕 노은점","2022-11-30","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","042-825-7977","10시-21시,토 10시-21시","(34071)대전광역시 유성구 지족로349번길 12","N36.387505, E127.315858","1204"
"질할브로스","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장가능|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-749-1422","수,목 15시-24시,금 16시-04시,토 16시-04시,일 15시-24시","(04350)서울특별시 용산구 이태원로27가길 58","N37.53496, E126.992105","1205"
"짐스포츠펍","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(04405)서울특별시 용산구 우사단로 36","N37.533416, E126.995738","1206"
"제임스키친","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-952-4748","월-금 11시-22시,토 11시-22시","(01695)서울특별시 노원구 노해로81길 12-26","N37.655612, E127.064226","1207"
"일템포","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","031-266-6261","월-금 11시30분-22시,토-일 11시30분-22시","(16869)경기도 용인시 수지구 용구대로 2701","N37.326662, E127.108517","1208"
"일쿠오레","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(03168)서울특별시 종로구 사직로8길 4","N37.574895, E126.969276","1209"
"이빠네마 그릴","2022-11-30","음식점/유흥시설","남미음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-365-6118","월-금 11시30분-22시30분,토-일 12시-22시","(03779)서울특별시 서대문구 연세로4길 6","N37.55692, E126.937355","1210"
"이삭토스트 홍대점","2022-11-30","음식점/유흥시설","북미음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1419-2492","월-금 9시-21시,토-일 9시-21시","(04040)서울특별시 마포구 와우산로 93","N37.552766, E126.923975","1211"
"임실치즈피자 송천점","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0504-0544-4545","월-금 11시-23시,토-일 11시-23시","(54835)전라북도 전주시 덕진구 솔내로 149","N35.863565, E127.126743","1212"
"임태국식당","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(22187)인천광역시 미추홀구 토금북로 55","N37.45315, E126.640165","1213"
"임페리아푸드","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","031-681-1825","","(17955)경기도 평택시 여술로 26","N36.98818, E126.845637","1214"
"진스시","2022-11-30","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1425-9633","월,화,목,금 11시-22시,토-일 11시-22시","(08021)서울특별시 양천구 은행정로 32","N37.522562, E126.859694","1215"
"이상적인","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1349-3662","목-금 12시-20시,토-일 12시-20시","(08745)서울특별시 관악구 봉천로47길 4","N37.482694, E126.950814","1216"
"이목구비","2022-11-30","음식점/유흥시설","북미음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장가능|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-2679-5520","월-금 17시-01시,토 15시-01시, 일 15시-24시","(07301)서울특별시 영등포구 영신로32길 19","N37.519114, E126.903301","1217"
"월남공주","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","051-501-9799","","(47860)부산광역시 동래구 사직북로33번길 18","N35.198728, E129.059093","1218"
"이딸리아","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-535-0852","월-금 11시30분-22시,토-일 11시30분-22시","(06577)서울특별시 서초구 동광로39길 63","N37.497831, E126.999544","1219"
"이레향가든","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(33119)충청남도 부여군  ","N36.238544, E127.006275","1220"
"진시황","2022-11-30","음식점/유흥시설","동아시아음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","031-241-8889","월-금 09시-21시,토-일 09시-21시","(16321)경기도 수원시 팔달구 수성로157번길 5-13","N37.286427, E126.989392","1221"
"진주러시아음식","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(15495)경기도 안산시 상록구 중보로 47","N37.307508, E126.851851","1222"
"진차이나","2022-11-30","음식점/유흥시설","동아시아음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-3272-0056","월-금 11시10분-21시,토-일 11시10분-21시","(04158)서울특별시 마포구 마포대로 53","N37.541432, E126.947054","1223"
"일품향양꼬칩","2022-11-30","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1326-6808","","(31576)충청남도 아산시 용화로48번길 16-2","N36.775326, E127.010581","1224"
"이름없는집","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","061-722-5864","월,화,목,금 11시30분-21시30분,토-일 11시30분-21시30분","(57932)전라남도 순천시 왕지2길 4-35","N34.96829, E127.522649","1225"
"이리온 2","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","051-728-4383","월-금 10시-22시,토 10시-22시","(46008)부산광역시 기장군 모전로 95","N35.334619, E129.170293","1226"
"이메무카타","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1313-2927","월,화,목,금 11시30분-22시30분,토-일 11시30분-22시30분","(16671)경기도 수원시 권선구 곡선로50번길 21-4","N37.237678, E127.029384","1227"
"일품당 광화문점","2022-11-30","음식점/유흥시설","동아시아음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-733-4949","월-금 11시30분-22시,토-일 11시30분-22시","(03183)서울특별시 종로구 세종대로23길 25","N37.571516, E126.975051","1228"
"일피오레","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","063-223-1454","월-금 11시30분-21시30분,토-일 11시30분-21시30분","(54969)전라북도 전주시 완산구 홍산4길 8","N35.818293, E127.109738","1229"
"일향","2022-11-30","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","061-287-2818","","(58691)전라남도 목포시 신흥로 14","N34.801562, E126.422696","1230"
"우성각","2022-11-30","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-3462-4040","월-금 09시-21시,토-일 09시-21시","(06295)서울특별시 강남구 언주로 118","N37.486876, E127.051849","1231"
"제주 핫 팟","2022-11-30","음식점/유흥시설","동아시아음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","1533-1234","월-금 17시-22시,토-일 11시30분-22시","(63082)제주특별자치도 제주시 노연로 12","N33.485262, E126.481459","1232"
"제주서문수산","2022-11-30","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","064-722-3021","월,수,목,금 17시-22시,토-일 17시-22시","(63154)제주특별자치도 제주시 서문로4길 13-2","N33.511351, E126.517906","1233"
"이솔라레스토랑","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-533-0077","월-금 11시30분-21시,토-일 11시30분-21시","(06500)서울특별시 서초구 올림픽대로 2085-14","N37.511793, E126.994968","1234"
"징관청훠궈 가로수길점","2022-11-30","음식점/유흥시설","동아시아음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1335-7102","월-금 12시-22시,토-일 12시-22시","(06034)서울특별시 강남구 강남대로156길 35","N37.518963, E127.021853","1235"
"임페리얼트레져","2022-11-30","음식점/유흥시설","동아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 가능|휠체어 대여 가능|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","032-729-2227","월-금 12시-15시,월-금 18시-22시,토-일 12시-15시,토-일 18시-22시","(22382)인천광역시 중구 영종해안남로321번길 186","N37.437211, E126.455769","1236"
"임페리아푸드","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(31403)충청남도 아산시 둔포로 25","N36.92743, E127.037292","1237"
"임페리아푸드","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(21919)인천광역시 연수구 새말로 68","N37.41989, E126.677279","1238"
"임페리아푸드","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(62345)광주광역시 광산구 산정공원로 6","N35.169237, E126.808367","1239"
"짐키친 서면점","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1344-8974","월-금 11시-22시,토-일 11시-22시","(47297)부산광역시 부산진구 동천로 58","N35.153929, E129.062575","1240"
"일치프리아니 현대백화점무역센터점","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-3467-8891","월-금 11시-22시,토-일 11시-22시","(06164)서울특별시 강남구 테헤란로 517","N37.5086, E127.05972","1241"
"이가빈","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1448-5900","월-금 09시-21시,토 10시-21시,일 11시-17시","(54005)전라북도 군산시 요죽안2길 28","N35.963503, E126.566567","1242"
